category,rows,positive_rate,precision,recall,f1
giyim/dış giyim/pardesü & trençkot/trençkot,70.0,0.2571428571428571,1.0,0.5,0.6666666666666666
kozmetik & kişisel bakım/makyaj/tırnak/takma tırnak & aksesuarı,70.0,0.38571428571428573,0.7,0.5185185185185185,0.5957446808510638
ev & mobilya/mobilya/yatak odası/dolap ve gardırop,69.0,0.2608695652173913,0.8571428571428571,0.3333333333333333,0.48
ev & mobilya/ev/sofra & mutfak/sofra/yemek takımı,68.0,0.35294117647058826,0.8666666666666667,0.5416666666666666,0.6666666666666666
giyim/tesettür giyim/tesettür takımlar/tesettür alt - üst takım,68.0,0.23529411764705882,0.8333333333333334,0.625,0.7142857142857143
kitap/eğitim/sınav hazırlık,65.0,0.15384615384615385,0.5555555555555556,0.5,0.5263157894736842
ev & mobilya/ev/sofra & mutfak/sofra/kase,65.0,0.2153846153846154,0.7,0.5,0.5833333333333334
ev & mobilya/ev/sofra & mutfak/sofra/bardak,64.0,0.171875,1.0,0.6363636363636364,0.7777777777777778
ev & mobilya/mobilya/bahçe mobilyaları/bahçe takımı,64.0,0.296875,0.8333333333333334,0.5263157894736842,0.6451612903225806
ev & mobilya/ev/ev tekstili/salon tekstili/koltuk örtüsü,63.0,0.20634920634920634,1.0,0.15384615384615385,0.26666666666666666
kitap/eğitim/ders ve yardımcı kitaplar,63.0,0.30158730158730157,1.0,0.47368421052631576,0.6428571428571429
giyim/takımlar/alt - üst takım,62.0,0.3709677419354839,0.9230769230769231,0.5217391304347826,0.6666666666666666
giyim/tesettür giyim/tesettür şal,62.0,0.0967741935483871,0.42857142857142855,0.5,0.46153846153846156
ev & mobilya/ev/sofra & mutfak/sofra/çatal & bıçak & kaşık,60.0,0.15,1.0,0.7777777777777778,0.875
ev & mobilya/mobilya/salon & oturma odası/tv sehpa & ünitesi,60.0,0.25,0.0,0.0,0.0
ev & mobilya/ev/ev dekorasyon/tablo,60.0,0.23333333333333334,0.6666666666666666,0.7142857142857143,0.6896551724137931
ev & mobilya/mobilya/perde/tül perde,59.0,0.3389830508474576,0.7777777777777778,0.35,0.4827586206896552
ayakkabı/spor ayakkabı/outdoor ayakkabı,58.0,0.20689655172413793,0.8,0.6666666666666666,0.7272727272727273
elektronik/kişisel bakım aletleri/tıraş makinesi,58.0,0.3103448275862069,0.5555555555555556,0.2777777777777778,0.37037037037037035
giyim/dış giyim/ceket & yelek/yelek,58.0,0.29310344827586204,1.0,0.35294117647058826,0.5217391304347826
ev & mobilya/mobilya/salon & oturma odası/sehpa/yan sehpa,58.0,0.4482758620689655,0.71875,0.8846153846153846,0.7931034482758621
ayakkabı/spor ayakkabı/krampon,57.0,0.15789473684210525,0.8,0.4444444444444444,0.5714285714285714
aksesuar/takı & mücevher/küpe/bijuteri küpe,55.0,0.14545454545454545,0.6666666666666666,0.5,0.5714285714285714
ev & mobilya/ev/banyo/banyo tekstili/havlu,54.0,0.16666666666666666,0.7142857142857143,0.5555555555555556,0.625
banyo yapı & hırdavat/hırdavat/mobilya kulpu,52.0,0.36538461538461536,0.47368421052631576,0.47368421052631576,0.47368421052631576
giyim/dış giyim/kaban & mont/kaban,52.0,0.23076923076923078,0.8333333333333334,0.8333333333333334,0.8333333333333334
ayakkabı/günlük ayakkabı/babet,51.0,0.29411764705882354,0.8333333333333334,0.6666666666666666,0.7407407407407407
ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/mutfak dolapları/çok amaçlı dolap,51.0,0.23529411764705882,0.6153846153846154,0.6666666666666666,0.64
ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/kavanoz,50.0,0.24,0.7777777777777778,0.5833333333333334,0.6666666666666666
ev & mobilya/ev/sofra & mutfak/sofra/kahvaltı takımı,50.0,0.28,0.8,0.2857142857142857,0.42105263157894735
aksesuar/takı & mücevher/küpe/gümüş küpe,50.0,0.32,0.5294117647058824,0.5625,0.5454545454545454
ev & mobilya/mobilya/perde/fon perde,49.0,0.24489795918367346,0.8571428571428571,0.5,0.631578947368421
kozmetik & kişisel bakım/cilt bakım/yüz bakım/yüz kremi,49.0,0.16326530612244897,0.3333333333333333,0.25,0.2857142857142857
ev & mobilya/mobilya/salon & oturma odası/sehpa/zigon,49.0,0.12244897959183673,1.0,0.3333333333333333,0.5
aksesuar/çanta/cüzdan,48.0,0.2916666666666667,0.7777777777777778,0.5,0.6086956521739131
ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar dekorasyon ürünü,48.0,0.25,0.75,0.5,0.6
ayakkabı/bot & çizme/çizme,48.0,0.22916666666666666,0.75,0.5454545454545454,0.631578947368421
ev & mobilya/ev/ev dekorasyon/dekoratif obje ve biblo,47.0,0.2765957446808511,0.8571428571428571,0.46153846153846156,0.6
aksesuar/diğer aksesuar/broş,47.0,0.425531914893617,0.68,0.85,0.7555555555555555
aksesuar/çanta/sırt çantası,46.0,0.21739130434782608,0.8888888888888888,0.8,0.8421052631578947
ayakkabı/topuklu ayakkabı/abiye ayakkabı,46.0,0.2391304347826087,0.8,0.7272727272727273,0.7619047619047619
giyim/üst giyim/kazak & hırka/hırka,45.0,0.28888888888888886,0.9230769230769231,0.9230769230769231,0.9230769230769231
ev & mobilya/ev/sofra & mutfak/pişirme/tava,45.0,0.2,0.8,0.8888888888888888,0.8421052631578947
giyim/ev giyim/pijama/pijama takımı,45.0,0.2222222222222222,1.0,0.2,0.3333333333333333
ev & mobilya/mobilya/antre & hol/askılık,44.0,0.25,0.5454545454545454,0.5454545454545454,0.5454545454545454
aksesuar/takı & mücevher/yüzük/gümüş yüzük,44.0,0.09090909090909091,1.0,0.75,0.8571428571428571
otomobil & motosiklet/oto ses görüntü sistemleri/oto hoparlör,44.0,0.45454545454545453,0.75,0.3,0.42857142857142855
giyim/spor giyim/spor eşofman altı,44.0,0.20454545454545456,0.8888888888888888,0.8888888888888888,0.8888888888888888
süpermarket/pet shop/kedi ürünleri/kedi kuru maması,43.0,0.2558139534883721,1.0,0.5454545454545454,0.7058823529411765
ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/dolap içi düzenleyici,42.0,0.2857142857142857,0.875,0.5833333333333334,0.7
giyim/iç giyim/çorap,42.0,0.30952380952380953,0.6111111111111112,0.8461538461538461,0.7096774193548387
giyim/bebek giyim/bebek takımı,42.0,0.21428571428571427,0.75,0.6666666666666666,0.7058823529411765
kozmetik & kişisel bakım/parfüm ve deodorant/deodorant ve roll on,42.0,0.16666666666666666,0.8571428571428571,0.8571428571428571,0.8571428571428571
ev & mobilya/ev/ev dekorasyon/dekoratif tabak & kase,41.0,0.4878048780487805,0.72,0.9,0.8
giyim/bebek giyim/bebek tulumu/uyku tulumu,41.0,0.34146341463414637,0.375,0.42857142857142855,0.4
ev & mobilya/ev/banyo/banyo tekstili/bornoz,41.0,0.3170731707317073,0.5,0.23076923076923078,0.3157894736842105
aksesuar/takı & mücevher/kolye/gümüş kolye,41.0,0.1951219512195122,0.8,1.0,0.8888888888888888
ev & mobilya/ev/banyo/banyo aksesuarları/banyo düzenleyici,41.0,0.24390243902439024,0.6,0.3,0.4
aksesuar/takı & mücevher/küpe/çelik küpe,40.0,0.35,0.75,0.21428571428571427,0.3333333333333333
aksesuar/çanta/el çantası,40.0,0.175,0.375,0.42857142857142855,0.4
ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/köşe takımı,39.0,0.358974358974359,0.5,0.35714285714285715,0.4166666666666667
ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/kaşıklık,39.0,0.38461538461538464,0.6875,0.7333333333333333,0.7096774193548387
elektronik/bilgisayar grubu/bilgisayarlar/masaüstü bilgisayarlar/oyuncu masaüstü bilgisayarı,39.0,0.4358974358974359,0.6666666666666666,0.11764705882352941,0.2
ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/baharatlık,38.0,0.23684210526315788,0.8571428571428571,0.6666666666666666,0.75
banyo yapı & hırdavat/boya/iç cephe boyası,38.0,0.4473684210526316,0.6666666666666666,0.23529411764705882,0.34782608695652173
ev & mobilya/ev/ev dekorasyon/ayna,38.0,0.21052631578947367,0.5714285714285714,0.5,0.5333333333333333
kozmetik & kişisel bakım/cilt bakım/güneş ürünü/yüz güneş kremi,38.0,0.07894736842105263,1.0,0.3333333333333333,0.5
ev & mobilya/ev/sofra & mutfak/sofra/tepsi,38.0,0.07894736842105263,0.0,0.0,0.0
ev & mobilya/mobilya/elektrik & aydınlatma/abajur,37.0,0.10810810810810811,1.0,1.0,1.0
giyim/spor giyim/spor mont,36.0,0.19444444444444445,1.0,0.7142857142857143,0.8333333333333334
kozmetik & kişisel bakım/makyaj/dudak makyajı/ruj,36.0,0.2222222222222222,1.0,0.5,0.6666666666666666
kozmetik & kişisel bakım/cilt bakım/yüz bakım/cilt serumu,36.0,0.2777777777777778,1.0,0.5,0.6666666666666666
hobi & eğlence/hobi malzemeleri/örgü ipi,36.0,0.16666666666666666,0.5,0.16666666666666666,0.25
ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar saati,36.0,0.3055555555555556,1.0,0.36363636363636365,0.5333333333333333
ev & mobilya/ev/banyo/banyo aksesuarları/sabunluk,35.0,0.08571428571428572,1.0,0.3333333333333333,0.5
aksesuar/takı & mücevher/kolye/bijuteri kolye,35.0,0.22857142857142856,0.5,0.125,0.2
ayakkabı/günlük ayakkabı/klasik ayakkabı,35.0,0.2,0.6666666666666666,0.5714285714285714,0.6153846153846154
ev & mobilya/ev/sofra & mutfak/sofra/runner & amerikan servisi,35.0,0.3142857142857143,0.4,0.18181818181818182,0.25
ev & mobilya/ev/banyo/banyo tekstili/banyo paspası,34.0,0.14705882352941177,0.5,0.4,0.4444444444444444
aksesuar/saç aksesuarı/toka,34.0,0.2647058823529412,0.6,0.6666666666666666,0.631578947368421
spor & outdoor/ekipman & aksesuar/kamp/kamp mutfak ürünleri/termos,34.0,0.14705882352941177,1.0,0.2,0.3333333333333333
anne & bebek & çocuk/oyuncak/oyuncak araçlar/oyuncak araba,34.0,0.29411764705882354,0.5,0.4,0.4444444444444444
otomobil & motosiklet/otomobil/araç içi aksesuarı/torpido aksesuar,33.0,0.24242424242424243,0.4444444444444444,0.5,0.47058823529411764
ev & mobilya/mobilya/salon & oturma odası/duvar rafı,33.0,0.30303030303030304,0.7142857142857143,0.5,0.5882352941176471
giyim/tesettür giyim/tesettür abiye,33.0,0.12121212121212122,1.0,0.25,0.4
giyim/spor giyim/spor t-shirt,33.0,0.30303030303030304,0.8,0.4,0.5333333333333333
giyim/alt giyim/tayt,33.0,0.5151515151515151,0.875,0.8235294117647058,0.8484848484848485
aksesuar/çanta/portföy & clutch çanta,33.0,0.48484848484848486,1.0,0.3125,0.47619047619047616
ev & mobilya/mobilya/perde/stor perde,33.0,0.24242424242424243,0.5,0.25,0.3333333333333333
giyim/üst giyim/bluz & tunik/bluz,33.0,0.3939393939393939,0.9,0.6923076923076923,0.782608695652174
ev & mobilya/mobilya/salon & oturma odası/sehpa/orta sehpa,33.0,0.30303030303030304,0.8333333333333334,0.5,0.625
giyim/alt giyim/etek,33.0,0.09090909090909091,1.0,1.0,1.0
aksesuar/takı & mücevher/kolye/altın kolye,32.0,0.1875,1.0,0.16666666666666666,0.2857142857142857
aksesuar/şapka,32.0,0.125,1.0,0.25,0.4
kırtasiye & ofis malzemeleri/kalem/keçeli kalem,31.0,0.3548387096774194,0.5,0.5454545454545454,0.5217391304347826
elektronik/giyilebilir teknoloji/kulaklıklar/kulak içi tws bluetooth kulaklık,31.0,0.2903225806451613,0.5,0.3333333333333333,0.4
bahçe & elektrikli el aletleri/bahçe/çiçek & bitki yetiştirme/tohumlar,31.0,0.3548387096774194,0.75,0.5454545454545454,0.631578947368421
elektronik/elektrikli ev aletleri/süpürge & ütü/süpürge/dik süpürge,31.0,0.22580645161290322,1.0,0.2857142857142857,0.4444444444444444
aksesuar/takı & mücevher/kolye/çelik kolye,31.0,0.16129032258064516,0.6666666666666666,0.4,0.5
kozmetik & kişisel bakım/cilt bakım/yüz bakım/yüz temizleyici,31.0,0.1935483870967742,0.6666666666666666,0.3333333333333333,0.4444444444444444
giyim/tesettür giyim/kap & ferace,30.0,0.26666666666666666,0.75,0.375,0.5
ev & mobilya/mobilya/antre & hol/dresuar,30.0,0.13333333333333333,0.0,0.0,0.0
ev & mobilya/mobilya/bahçe mobilyaları/saksılık,30.0,0.5333333333333333,0.7777777777777778,0.4375,0.56
otomobil & motosiklet/otomobil/oto bakım & temizlik/oto kokusu,29.0,0.3793103448275862,0.5,0.09090909090909091,0.15384615384615385
spor & outdoor/ekipman & aksesuar/koruyucu & aksesuar/kaleci eldiveni,29.0,0.5172413793103449,0.6666666666666666,0.6666666666666666,0.6666666666666666
giyim/spor giyim/spor ceket,29.0,0.2413793103448276,1.0,0.7142857142857143,0.8333333333333334
elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/yiyecek hazırlama/mikser & mikser seti,29.0,0.20689655172413793,0.7142857142857143,0.8333333333333334,0.7692307692307693
aksesuar/çanta/valiz & bavul,28.0,0.14285714285714285,0.0,0.0,0.0
aksesuar/takı & mücevher/bileklik/gümüş bileklik,28.0,0.14285714285714285,1.0,1.0,1.0
kozmetik & kişisel bakım/cilt bakım/dudak kremi ve peelingi,28.0,0.2857142857142857,0.5,0.625,0.5555555555555556
kitap/çocuk ve ebeveyn kitapları/çocuk masal ve öykü kitabı,28.0,0.2857142857142857,0.75,0.375,0.5
banyo yapı & hırdavat/hırdavat/mobilya ayakları,28.0,0.6071428571428571,0.7777777777777778,0.4117647058823529,0.5384615384615384
aksesuar/takı & mücevher/bileklik/bijuteri bileklik,28.0,0.14285714285714285,0.75,0.75,0.75
ev & mobilya/mobilya/mutfak & banyo mobilyası/banyo mobilyası/banyo rafları,28.0,0.21428571428571427,0.75,1.0,0.8571428571428571
giyim/üst giyim/polo yaka t-shirt,28.0,0.17857142857142858,0.75,0.6,0.6666666666666666
anne & bebek & çocuk/oyuncak/kutu oyunu,28.0,0.39285714285714285,0.8,0.36363636363636365,0.5
elektronik/giyilebilir teknoloji/kulaklıklar/kulak üstü bluetooth kulaklık,28.0,0.2857142857142857,0.75,0.375,0.5
kırtasiye & ofis malzemeleri/kırtasiye kağıt ürünleri/defter,28.0,0.32142857142857145,0.875,0.7777777777777778,0.8235294117647058
elektronik/hoparlör & projeksiyon sistemleri/hoparlörler/bluetooth hoparlör,28.0,0.35714285714285715,1.0,0.4,0.5714285714285714
anne & bebek & çocuk/oyuncak/peluş oyuncak,27.0,0.3333333333333333,1.0,0.5555555555555556,0.7142857142857143
kitap/din ve mitoloji/din kitabı,27.0,0.2222222222222222,0.6,0.5,0.5454545454545454
hobi & eğlence/hediyelik ürünler/konsept hediyelik,27.0,0.2962962962962963,0.8333333333333334,0.625,0.7142857142857143
kozmetik & kişisel bakım/saç bakım/saç fırçası ve tarak,27.0,0.14814814814814814,1.0,0.5,0.6666666666666666
süpermarket/ev bakım ve temizlik/ev temizlik/oda ve araba kokusu/koku giderici ve hava temizleyici,27.0,0.2222222222222222,1.0,0.5,0.6666666666666666
kozmetik & kişisel bakım/makyaj/göz makyajı/göz farı,27.0,0.14814814814814814,0.75,0.75,0.75
ev & mobilya/mobilya/antre & hol/ayakkabılık,27.0,0.18518518518518517,0.75,0.6,0.6666666666666666
aksesuar/çanta/abiye çanta,26.0,0.19230769230769232,0.625,1.0,0.7692307692307693
ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk nevresim takımı,26.0,0.2692307692307692,1.0,0.42857142857142855,0.6
giyim/tesettür giyim/tesettür bluz & tunik/tesettür tunik,26.0,0.19230769230769232,1.0,0.8,0.8888888888888888
elektronik/bilgisayar grubu/bilgisayarlar/dizüstü bilgisayarlar/dizüstü bilgisayar,26.0,0.15384615384615385,0.5,0.5,0.5
ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk battaniyesi,26.0,0.2692307692307692,0.6,0.42857142857142855,0.5
ev & mobilya/mobilya/yatak odası/komodin,26.0,0.38461538461538464,0.8,0.4,0.5333333333333333
ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/puf & bench,26.0,0.11538461538461539,1.0,0.3333333333333333,0.5
spor & outdoor/ekipman & aksesuar/bisiklet & aksesuar/bisiklet aksesuarı,26.0,0.38461538461538464,0.8333333333333334,0.5,0.625
aksesuar/diğer aksesuar/tesbih,26.0,0.07692307692307693,0.0,0.0,0.0
ev & mobilya/mobilya/elektrik & aydınlatma/lambader,26.0,0.5,1.0,0.3076923076923077,0.47058823529411764
hobi & eğlence/parti malzemeleri/balon,26.0,0.07692307692307693,0.5,0.5,0.5
elektronik/telefon/yenilenmiş cep telefonu,26.0,0.2692307692307692,1.0,0.14285714285714285,0.25
ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar sticker,26.0,0.34615384615384615,0.6363636363636364,0.7777777777777778,0.7
elektronik/telefon/akıllı cep telefonu/android cep telefonu,26.0,0.3076923076923077,1.0,0.375,0.5454545454545454
anne & bebek & çocuk/oyuncak/eğitici oyuncak,25.0,0.2,0.6,0.6,0.6
anne & bebek & çocuk/oyuncak/lego & yapı oyuncakları,25.0,0.2,0.36363636363636365,0.8,0.5
süpermarket/gıda & içecek/atıştırmalık/çikolata,25.0,0.4,1.0,0.4,0.5714285714285714
ev & mobilya/ev/ev dekorasyon/vazo,25.0,0.48,0.7272727272727273,0.6666666666666666,0.6956521739130435
giyim/bebek giyim/hastane çıkışı,25.0,0.24,0.6,0.5,0.5454545454545454
ev & mobilya/ev/ev tekstili/salon tekstili/masa örtüsü,25.0,0.12,0.5,0.3333333333333333,0.4
kırtasiye & ofis malzemeleri/kalem/uçlu kalem,24.0,0.16666666666666666,0.6666666666666666,1.0,0.8
ev & mobilya/mobilya/yatak odası/yatak,24.0,0.4166666666666667,1.0,0.1,0.18181818181818182
kırtasiye & ofis malzemeleri/kırtasiye/suluk & matara,24.0,0.16666666666666666,0.5,0.5,0.5
giyim/takım elbise,24.0,0.25,1.0,1.0,1.0
kozmetik & kişisel bakım/cilt bakım/vücut bakımı/vücut kremi,24.0,0.16666666666666666,1.0,1.0,1.0
anne & bebek & çocuk/çocuk gereçleri/oto koltuğu ve aksesuarları/oto koltuğu aksesuarı,24.0,0.4166666666666667,0.6666666666666666,0.4,0.5
süpermarket/ev bakım ve temizlik/çamaşır yıkama/çamaşır deterjanı,24.0,0.375,0.5714285714285714,0.4444444444444444,0.5
giyim/alt giyim/eşofman/eşofman takımı,24.0,0.16666666666666666,0.6666666666666666,0.5,0.5714285714285714
banyo yapı & hırdavat/elektrik tesisat malzemesi/grup priz uzatma kablosu,23.0,0.43478260869565216,0.6923076923076923,0.9,0.782608695652174
elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/espresso & cappuccino makinesi,23.0,0.4782608695652174,0.7272727272727273,0.7272727272727273,0.7272727272727273
giyim/salopet & tulum/tulum,23.0,0.5217391304347826,1.0,0.5833333333333334,0.7368421052631579
kırtasiye & ofis malzemeleri/kalem/kalem kutusu,23.0,0.30434782608695654,0.6666666666666666,0.2857142857142857,0.4
elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/türk kahvesi makinesi,23.0,0.30434782608695654,0.6666666666666666,0.5714285714285714,0.6153846153846154
ev & mobilya/ev/ev tekstili/yatak odası tekstili/pike&pike takımı/tek kişilik pike & pike takımı,23.0,0.13043478260869565,1.0,1.0,1.0
hobi & eğlence/parti malzemeleri/led işık,23.0,0.21739130434782608,0.8,0.8,0.8
ev & mobilya/ev/ev dekorasyon/kapı süsü,23.0,0.391304347826087,1.0,0.3333333333333333,0.5
ev & mobilya/ev/ev tekstili/yatak odası tekstili/yatak örtüsü/çift kişilik yatak örtüsü,23.0,0.21739130434782608,0.75,0.6,0.6666666666666666
otomobil & motosiklet/otomobil/araç içi aksesuarı/oto koltuk kılıf & minder/oto koltuk kılıfı,23.0,0.17391304347826086,0.6666666666666666,0.5,0.5714285714285714
kozmetik & kişisel bakım/saç bakım/saç kremi,22.0,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.6666666666666666
kozmetik & kişisel bakım/ağız bakım/diş macunu,22.0,0.13636363636363635,1.0,0.3333333333333333,0.5
ev & mobilya/ev/sofra & mutfak/yemek hazırlık/kesme tahtası,22.0,0.13636363636363635,1.0,0.3333333333333333,0.5
banyo yapı & hırdavat/banyo yapı malzemeleri/banyo askısı,22.0,0.4090909090909091,0.8,0.4444444444444444,0.5714285714285714
otomobil & motosiklet/lastik & jant/lastik,22.0,0.2727272727272727,0.75,0.5,0.6
ev & mobilya/mobilya/bebek & çocuk odası mobilyası/ranza,22.0,0.3181818181818182,0.5,1.0,0.6666666666666666
ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/hurç,21.0,0.23809523809523808,0.8,0.8,0.8
giyim/spor giyim/spor sweatshirt,21.0,0.42857142857142855,1.0,0.7777777777777778,0.875
kırtasiye & ofis malzemeleri/kırtasiye/yazı tahtası & pano/yazı tahtası,21.0,0.42857142857142855,0.5,0.5555555555555556,0.5263157894736842
otomobil & motosiklet/otomobil/oto bakım & temizlik/oto bakım seti,21.0,0.23809523809523808,0.5,0.4,0.4444444444444444
ev & mobilya/ev/sofra & mutfak/pişirme/fırın ve kek kalıbı,21.0,0.14285714285714285,1.0,0.6666666666666666,0.8
giyim/tesettür giyim/tesettür gömlek,21.0,0.23809523809523808,0.3333333333333333,0.4,0.36363636363636365
giyim/dış giyim/ceket & yelek/blazer ceket,20.0,0.25,1.0,0.6,0.75
giyim/dış giyim/yağmurluk & rüzgarlık,20.0,0.15,1.0,0.3333333333333333,0.5
süpermarket/ev bakım ve temizlik/ev ve temizlik gereçleri/temizlik gereçleri/paspas ve mop,20.0,0.2,1.0,0.25,0.4
ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/ekmek kutusu ve sepeti,20.0,0.2,1.0,0.25,0.4
elektronik/elektronik aksesuarlar/tablet aksesuarları/tablet kılıfı,20.0,0.2,1.0,1.0,1.0
hobi & eğlence/parti malzemeleri/doğum günü süsü,20.0,0.3,0.75,1.0,0.8571428571428571
ev & mobilya/ev/sofra & mutfak/sofra/peçetelik,20.0,0.2,0.0,0.0,0.0
ev & mobilya/mobilya/yatak odası/makyaj masası & tuvalet masası,20.0,0.7,0.9230769230769231,0.8571428571428571,0.8888888888888888
